,Topic,TweetId,AuthorId,AuthorName,AuthorUsername,#urls,urls,Text,canonical_urls
19,4.0,1476651595035291648,3406256679,MaryBailey,TheMaryBailey,0,https://t.co/PrWShh5a6l?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/PrWShh5a6l?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
20,4.0,1476645934192750613,19090075,Enen🌙,Enen1,0,https://t.co/jyuNClmmEW?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/jyuNClmmEW?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
21,4.0,1476642262851350534,78204783,🌊🐬☧☧☧ RLT ☧☧☧🐬🌊🇺🇸 🇨🇦 🇺🇦,19Dolphin39,0,https://t.co/RnfWm6H6r0?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/RnfWm6H6r0?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
22,4.0,1476640895122526209,1077995738733428737,Sirius💫,wolfstarinfp,0,https://t.co/qBnagVh9b6?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/qBnagVh9b6?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
23,4.0,1476639557311475714,49497952,Charles,CharlesAJohnson,0,https://t.co/KbLZprvm18,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies?
https://t.co/KbLZprvm18",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
24,4.0,1476638640835072006,14106569,bauhart,bauhart,0,https://t.co/edEl1lLarT?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/edEl1lLarT?",https://www.theguardian.com/commentisfree/2021/dec/28/follow-the-science-public-climate-crisis
25,4.0,1476636373046157319,1411099752,Cammarota.louise,Cammarotalouise,0,https://t.co/D5eN8N4Mhz?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/D5eN8N4Mhz?",https://www.politybooks.com/bookdetail?book_slug=the-climate-coup--9781509546138
26,4.0,1476636225922420736,326327564,Paul Impola,Paul_Impola,0,https://t.co/JosOCc5wdE?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/JosOCc5wdE?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
27,4.0,1476635096933273600,443953828,Patricia Layden,PatriciaLayden,0,https://t.co/QAZZpPMkki?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/QAZZpPMkki?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
28,4.0,1476634880641482759,3424872687,The Daily Planet,Yankee_Girl76,0,https://t.co/Ac5irqRVr8?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Ac5irqRVr8?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
29,4.0,1476632030339289094,2865763619,Paul Campbell Haider🌹,Paulhaider74,0,https://t.co/QxCm9uzLQO?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/QxCm9uzLQO?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
30,4.0,1476631435427520512,2582691012,Tom Harding,catman5091,0,https://t.co/szaVI3qvNx?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/szaVI3qvNx?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
31,4.0,1476630797344194560,47514170,Victoria Martin,poshspicev,0,https://t.co/Yyga0zRP1W?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Yyga0zRP1W?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
32,4.0,1476630184367431685,1234668947842174976,Zachary Diamond,zacharyldiamond,0,https://t.co/3nsLJnHX5j?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/3nsLJnHX5j?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
50,4.0,1476220776097497098,339864516,Sebastian Kraemer 💙 #BritainDeservesBetter,sebkraemer,0,https://t.co/idKmCXlRVD,"""In 1973, Exxon secured a patent for an oil tanker that could navigate a melting Arctic. When she was shown this evidence of oil companies’ preparations for a warming world, Lori French was shocked"" @amywestervelt   https://t.co/idKmCXlRVD 
#ClimateCoup https://t.co/DqpWjUzG9A",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
51,4.0,1476220776097497098,339864516,Sebastian Kraemer 💙 #BritainDeservesBetter,sebkraemer,1,https://t.co/DqpWjUzG9A,"""In 1973, Exxon secured a patent for an oil tanker that could navigate a melting Arctic. When she was shown this evidence of oil companies’ preparations for a warming world, Lori French was shocked"" @amywestervelt   https://t.co/idKmCXlRVD 
#ClimateCoup https://t.co/DqpWjUzG9A",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
63,4.0,1475884822627241997,14106569,bauhart,bauhart,0,https://t.co/edEl1lLarT?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/edEl1lLarT?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
95,4.0,1475267807617032196,527231224,Tracey,traceywelch4,0,https://t.co/BoWR0nv2sA?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/BoWR0nv2sA?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
96,4.0,1475254685191708674,202391273,Alfa✨,AdAstra24,0,https://t.co/he4oHZWxKL?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/he4oHZWxKL?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
97,4.0,1475242492647776257,1345072861195587584,Teen Watching the World Burn (they/it/fae) 💛💙,sparklyEnby,0,https://t.co/mzbFcCDlsY,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you please sign this petition to pressure the Senate to END fossil fuel subsidies?https://t.co/mzbFcCDlsY",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
98,4.0,1475228027864981510,807066022926749696,animal and music lover #blm,Marycoo02712230,0,https://t.co/gbK7dMwhlR?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/gbK7dMwhlR?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
102,4.0,1475168085887885316,1234668947842174976,Zachary Diamond,zacharyldiamond,0,https://t.co/3nsLJnHX5j?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/3nsLJnHX5j?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
107,4.0,1475149732435546112,1872456486,C.T. Freeman,c_t_freeman,0,https://t.co/VYYm4Kxhon?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/VYYm4Kxhon?",https://act.greennewdealnetwork.org/signup/end-fossil-fuel-subsidies
111,4.0,1475145501154725888,1077995738733428737,Sirius💫,wolfstarinfp,0,https://t.co/qBnagVh9b6?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/qBnagVh9b6?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
112,4.0,1475142370278658062,2290531778,Michael Bechard,MichaelBechard1,0,https://t.co/GOD5gQ4MVR?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis, like #Exxon. 

Please sign our petition to pressure the #Senate to END fossil fuel subsidies: https://t.co/GOD5gQ4MVR?",https://twitter.com/joincurby/status/1471206439570001938/photo/1
115,4.0,1475025698704089088,83806529,Abdul Ahad,Abdul_Ahad,0,https://t.co/HyKekPIwsj?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/HyKekPIwsj?",https://www.theguardian.com/environment/2021/dec/04/exxon-podasts-oil-company-ads-climate-crisis
122,4.0,1474774684315140103,1038062277180751872,Peter Lauterbach,PeterRuLa,0,https://t.co/SMk7Y7QDqd?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/SMk7Y7QDqd?",https://buff.ly/3qqjkKL
124,4.0,1474676375541927937,75794188,A.M. Codur,annamiryam,0,https://t.co/uJLgoCv7ap?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/uJLgoCv7ap?",https://geneticliteracyproject.org/2021/11/10/exxon-partnership-hopes-to-turn-algae-into-fuel-is-it-a-potential-climate-change-breakthrough-or-greenwashing/
125,4.0,1474652103398277122,599770091,Robert Heitzer,RobertHeitzer,0,https://t.co/oZQbZNHwyV?,"PASS THIS
Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/oZQbZNHwyV?",https://buff.ly/3qqjkKL
126,4.0,1474631228045217792,1269149246,SAVE AMERICA,vietthanhsports,0,https://t.co/SAKgz7OEZy?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/SAKgz7OEZy?",https://instagr.am/p/CWIoGmAAYMA/
127,4.0,1474619071975112709,57381799,Luke,CLUCAS2010,0,https://t.co/k4DfAFK2kF?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/k4DfAFK2kF? ✌🏿",https://twitter.com/Algae_Chat/status/1458771972083666950/photo/1
128,4.0,1474567688055894018,599770091,Robert Heitzer,RobertHeitzer,0,https://t.co/oZQbZNHwyV?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/oZQbZNHwyV?",https://geneticliteracyproject.org/2021/11/10/exxon-partnership-hopes-to-turn-algae-into-fuel-is-it-a-potential-climate-change-breakthrough-or-greenwashing/
129,4.0,1474534379959504902,1350159138974789632,Sandra Nicht,SandraNicht,0,https://t.co/4zjBXuO96k?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/4zjBXuO96k?",https://www.theguardian.com/environment/2021/nov/10/cop26-draft-calls-for-tougher-emissions-pledges-by-next-year
130,4.0,1474510050140078091,610538622,David Koester,david_koester,0,https://t.co/Tis8xcCJ8e?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Tis8xcCJ8e?",https://geneticliteracyproject.org/2021/11/10/exxon-partnership-hopes-to-turn-algae-into-fuel-is-it-a-potential-climate-change-breakthrough-or-greenwashing/
131,4.0,1474509930690457604,610538622,David Koester,david_koester,0,https://t.co/Tis8xcCJ8e?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Tis8xcCJ8e?",https://abcnews.go.com/Business/wireStory/exxon-seeks-100-billion-houston-carbon-capture-plan-80901990
132,4.0,1474502669679185931,881429429158912000,Christel Heybrock,kunstundkosmos,0,https://t.co/B8Lu7Oo897?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/B8Lu7Oo897?",https://www.ran.org/the-understory/the-net-zero-banking-alliances-40-billion-exxon-problem/
133,4.0,1474501560621277188,41960351,Justine Monikue,JustineMonikue,0,https://t.co/oO9AZh8TBI?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/oO9AZh8TBI?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
134,4.0,1474475148652679168,1477949894,Robb Ury,rosborne_r,0,https://t.co/0lCTe7zvLm?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign this petition to pressure the Senate to END fossil fuel subsidies https://t.co/0lCTe7zvLm?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
135,4.0,1474470244622159877,1301154763174752256,HB Loves Trees and Bees,UniteTheSane,0,https://t.co/FUVnsQKLiZ?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/FUVnsQKLiZ?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
136,4.0,1474462977017454605,517614461,kel,ascrubinashrub,0,https://t.co/ACz7JlPpBt?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/ACz7JlPpBt?",https://www.vice.com/en/article/xgd8dw/exxon-accused-lying-climate-science-congressional-hearing
137,4.0,1474461653794050048,31036112,"Cannabis activates, #FBR, #LegalizeAll50 #M4A",SirVantes137,0,https://t.co/FLqKUQPbWo?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/FLqKUQPbWo?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
138,4.0,1474459980048830466,1348476025,Richard Knutson,RichieKDog,0,https://t.co/DCiruKZmJj?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/DCiruKZmJj?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
139,4.0,1474457927272607751,337857207,"Reid Friedson, PhD",DrReidFriedson,0,https://t.co/cVP9fQVUj4?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/cVP9fQVUj4?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
140,4.0,1474456465582739464,1077995738733428737,Sirius💫,wolfstarinfp,0,https://t.co/qBnagVh9b6?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/qBnagVh9b6?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
141,4.0,1474455629116944392,1234668947842174976,Zachary Diamond,zacharyldiamond,0,https://t.co/3nsLJnHX5j?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/3nsLJnHX5j?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
153,4.0,1473993786715893760,1269149246,SAVE AMERICA,vietthanhsports,0,https://t.co/SAKgz7OEZy?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/SAKgz7OEZy?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
154,4.0,1473939609801396224,1029118397139824640,Grace Ukoha,UkohaGrace,0,https://t.co/TOpYAEAfeV?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign this petition to pressure the Senate to END fossil fuel subsidies https://t.co/TOpYAEAfeV?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
178,4.0,1473340709394698240,1335523706337021954,James Edward Taylor,JamesEdwardTay5,0,https://t.co/XZWdDzV8Zm?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/XZWdDzV8Zm?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
180,4.0,1473304289665822726,156377524,Naomi Weiss,quakerladies,0,https://t.co/Wp1SjfKrGI?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Wp1SjfKrGI?",https://act.greennewdealnetwork.org/sign/ads_ms_GNDN_FB_202110_AW_fossfuelsubs
182,4.0,1473296122772787205,557650975,Long Short Bets - Hedge Fund quality insights,LongShortBets,0,https://t.co/cDea3bhOHM,"Score 7.1 (out of 10): EXXON MOBIL CORP poised to drop -3% in 2 months -&gt; 
https://t.co/cDea3bhOHM

What's Going On Here?

Climate s... https://t.co/nDszFUZSRG",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
183,4.0,1473296122772787205,557650975,Long Short Bets - Hedge Fund quality insights,LongShortBets,1,https://t.co/nDszFUZSRG,"Score 7.1 (out of 10): EXXON MOBIL CORP poised to drop -3% in 2 months -&gt; 
https://t.co/cDea3bhOHM

What's Going On Here?

Climate s... https://t.co/nDszFUZSRG",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
188,4.0,1473122635080994816,3064023225,Diana Shanholtz,DianaShanholtz,0,https://t.co/fPdhS6RypK?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/fPdhS6RypK?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
194,4.0,1473089734155120642,732728528,cynthia disanto,Spaghettigirl71,0,https://t.co/uTzksslR28?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/uTzksslR28?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
195,4.0,1473088234142027780,1399140390930898949,Brithas93,brithas93,0,https://t.co/h0gGKYJ5Ym?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/h0gGKYJ5Ym?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
205,4.0,1472991658996338694,1134645798241734656,Lover of Democracy,DoubleGee07,0,https://t.co/yIriQu38er?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/yIriQu38er?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
211,4.0,1472979300634832901,1234668947842174976,Zachary Diamond,zacharyldiamond,0,https://t.co/3nsLJnHX5j?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/3nsLJnHX5j?",http://ow.ly/bL2U30rXoaD
212,4.0,1472975302645227531,480464637,Gwen Hatley Whiting,gwhiting1,0,https://t.co/Uq5TM8zUmQ?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/Uq5TM8zUmQ?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
213,4.0,1472974005955092480,1077995738733428737,Sirius💫,wolfstarinfp,0,https://t.co/qBnagVh9b6?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/qBnagVh9b6?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis?CMP=Share_iOSApp_Other
214,4.0,1472973476097146882,82060176,Matthew Sleigh,Matthew_Sleigh,0,https://t.co/wrNBqlBHv7?,"Each year, the government gives over $15 billion in taxpayer-funded subsidies to fossil fuel corporations who contribute to the climate crisis like Exxon. 

Will you sign our petition to pressure the Senate to END fossil fuel subsidies https://t.co/wrNBqlBHv7?",https://www.theguardian.com/environment/2021/oct/16/imperial-beach-california-exxon-mobil-climate-crisis
